,GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
128,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Section1,0,20,0,0,0,7,0,3,0,3
129,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Section4,0,20,0,0,0,7,0,3,0,3
130,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Section5,0,20,0,0,0,7,0,3,0,3
131,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptSink,91,1199,22,72,24,311,26,110,5,82
132,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.ListBreak,5,10,0,0,1,3,1,1,1,1
133,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Figure,0,53,1,1,0,13,1,2,0,2
134,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Table,14,494,7,59,3,136,7,32,0,4
135,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Verbatim,23,126,5,13,3,31,5,6,0,2
136,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.MacroBlock,32,168,5,9,7,38,5,6,0,4
137,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Comment,0,17,0,0,0,5,0,2,0,2
138,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptUtils,0,131,0,36,0,27,0,24,0,6
139,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Section,0,19,0,0,0,7,0,2,0,2
140,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.new SinkAdapter() {...},12,15,0,0,4,3,2,2,2,2
141,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Title,29,123,13,19,8,41,11,10,0,2
142,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptReaderSource,37,44,2,4,9,14,4,5,2,4
143,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.PageBreak,0,15,0,0,0,5,0,2,0,2
144,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Block,5,176,5,19,1,48,5,16,0,9
145,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.NumberedListItem,5,57,2,6,1,16,2,6,0,4
146,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptSinkFactory,8,0,0,0,2,0,2,0,2,0
147,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptSiteModule,6,0,0,0,2,0,1,0,1,0
148,Doxia :: Core,org.apache.maven.doxia.macro,MacroRequest,4,20,0,0,2,7,1,4,1,4
149,Doxia :: Core,org.apache.maven.doxia.macro,MacroExecutionException,9,0,0,0,4,0,2,0,2,0
150,Doxia :: Core,org.apache.maven.doxia.macro,Macro,0,7,0,0,0,2,0,1,0,1
151,Doxia :: Core,org.apache.maven.doxia.macro,EchoMacro,0,57,0,6,0,10,0,5,0,2
152,Doxia :: Core,org.apache.maven.doxia.macro,SwfMacro,13,306,15,33,4,70,13,13,0,2
153,Doxia :: Core,org.apache.maven.doxia.macro,AbstractMacro,4,66,2,8,2,17,2,8,0,5
154,Doxia :: Core,org.apache.maven.doxia,DefaultDoxia,25,0,0,0,6,0,3,0,3,0
155,Doxia :: Core,org.apache.maven.doxia,Doxia,4,0,0,0,1,0,1,0,1,0
156,Doxia :: Core,org.apache.maven.doxia.module.site,SiteModule,4,0,0,0,1,0,1,0,1,0
157,Doxia :: Core,org.apache.maven.doxia.module.site,AbstractSiteModule,27,0,0,0,10,0,5,0,5,0
158,Doxia :: Core,org.apache.maven.doxia.module.site.manager,DefaultSiteModuleManager,58,0,6,0,12,0,6,0,3,0
159,Doxia :: Core,org.apache.maven.doxia.module.site.manager,SiteModuleNotFoundException,13,0,0,0,6,0,3,0,3,0
160,Doxia :: Core,org.apache.maven.doxia.module.site.manager,SiteModuleManager,4,0,0,0,1,0,1,0,1,0
161,Doxia :: Core,org.apache.maven.doxia.sink,SinkEventAttributeSet,0,514,1,43,0,106,1,47,0,26
162,Doxia :: Core,org.apache.maven.doxia.sink,AbstractSink,7,73,4,10,2,18,4,8,0,5
163,Doxia :: Core,org.apache.maven.doxia.sink,AbstractXmlSink,4,153,1,15,2,43,2,17,1,10
164,Doxia :: Core,org.apache.maven.doxia.sink,AbstractBinarySinkFactory,59,0,6,0,11,0,7,0,4,0
165,Doxia :: Core,org.apache.maven.doxia.sink,RandomAccessSink,639,153,1,5,256,41,122,10,121,8
166,Doxia :: Core,org.apache.maven.doxia.sink,PipelineSink,46,0,2,0,10,0,5,0,4,0
167,Doxia :: Core,org.apache.maven.doxia.sink,XhtmlBaseSink,463,1745,88,161,107,518,104,154,19,113
168,Doxia :: Core,org.apache.maven.doxia.sink,SinkUtils,0,478,2,22,0,64,2,15,0,5
169,Doxia :: Core,org.apache.maven.doxia.sink,AbstractTextSink,3,0,0,0,1,0,1,0,1,0
170,Doxia :: Core,org.apache.maven.doxia.sink,AbstractTextSinkFactory,55,12,6,0,10,2,6,2,3,2
171,Doxia :: Core,org.apache.maven.doxia.sink,SinkAdapter,11,312,5,39,1,195,4,142,0,124
172,Doxia :: Core,org.apache.maven.doxia.sink,AbstractXmlSinkFactory,0,3,0,0,0,1,0,1,0,1
173,Doxia :: Core,org.apache.maven.doxia.parser.manager,ParserManager,4,0,0,0,1,0,1,0,1,0
174,Doxia :: Core,org.apache.maven.doxia.parser.manager,DefaultParserManager,25,0,2,0,5,0,3,0,2,0
175,Doxia :: Core,org.apache.maven.doxia.parser.manager,ParserNotFoundException,13,0,0,0,6,0,3,0,3,0
176,Doxia :: Core,org.apache.maven.doxia.macro.snippet,SnippetReader,2,175,3,23,0,43,3,19,0,9
177,Doxia :: Core,org.apache.maven.doxia.macro.snippet,SnippetMacro,71,255,9,21,13,62,9,18,1,11
178,Doxia :: Core,org.apache.maven.doxia.parser,XhtmlBaseParser,113,2420,37,227,28,587,30,138,3,33
179,Doxia :: Core,org.apache.maven.doxia.parser,AbstractTextParser,5,0,0,0,2,0,2,0,2,0
180,Doxia :: Core,org.apache.maven.doxia.parser,AbstractXmlParser.CachedFileEntityResolver,316,5,20,0,60,1,14,1,4,1
181,Doxia :: Core,org.apache.maven.doxia.parser,ParseException,96,0,4,0,24,0,14,0,12,0
182,Doxia :: Core,org.apache.maven.doxia.parser,AbstractParser,58,53,3,3,17,19,8,8,6,7
183,Doxia :: Core,org.apache.maven.doxia.parser,AbstractXmlParser,184,409,25,53,42,112,28,37,7,19
184,Doxia :: Core,org.apache.maven.doxia.parser,Parser,4,0,0,0,1,0,1,0,1,0
185,Doxia :: Core,org.apache.maven.doxia.macro.manager,MacroNotFoundException,9,4,0,0,4,2,2,1,2,1
186,Doxia :: Core,org.apache.maven.doxia.macro.manager,MacroManager,0,4,0,0,0,1,0,1,0,1
187,Doxia :: Core,org.apache.maven.doxia.macro.manager,DefaultMacroManager,0,25,0,2,0,5,0,3,0,2
