Complexity metrics,Sun, 24 Mar 2019 23:16:23 EDT
Method,ev(G),v(G)
"org.apache.deltaspike.test.core.api.message.MessageContextTest.resolveTextTest()",1,1
"org.apache.deltaspike.test.core.api.message.MessageContextTest.testArbitraryMessageContextRendering()",1,1
"org.apache.deltaspike.test.core.api.message.MessageContextTest.testMessageEquals()",1,1
"org.apache.deltaspike.test.core.api.message.MessageContextTest.testSerialization()",1,1
"org.apache.deltaspike.test.core.api.message.MessageContextTest.testSimpleMessage()",1,1
"org.apache.deltaspike.test.core.api.message.MessageContextTest.testSimpleMessageCategory()",1,1
"org.apache.deltaspike.test.core.api.message.MessageFormattedMessageTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.message.MessageFormattedMessageTest.testComplexMessageWithNull()",1,1
"org.apache.deltaspike.test.core.api.message.MessageFormattedMessageTest.testNullMessage()",1,1
"org.apache.deltaspike.test.core.api.message.MessageFormattedMessageTest.testSimpleMessage()",1,1
"org.apache.deltaspike.test.core.api.message.MessageTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.message.MessageTest.testInternationalizedMessage()",1,1
"org.apache.deltaspike.test.core.api.message.MessageTest.testInternationalizedParametrizedMessage()",1,1
"org.apache.deltaspike.test.core.api.message.MessageTest.testMessageBundleInjection(Jay)",1,1
"org.apache.deltaspike.test.core.api.message.MessageTest.testMessageCategory()",1,1
"org.apache.deltaspike.test.core.api.message.MessageTest.testObjectMethods()",1,1
"org.apache.deltaspike.test.core.api.message.MessageUser.getMsg()",1,1
"org.apache.deltaspike.test.core.api.message.MinimalMessagesTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.message.MinimalMessagesTest.testCustomMinimalMessage()",1,1
"org.apache.deltaspike.test.core.api.message.MinimalMessagesTest.testExpressionLanguageIntegration()",1,1
"org.apache.deltaspike.test.core.api.message.MinimalMessagesTest.testExpressionLanguageIntegrationWithCustomName()",1,1
"org.apache.deltaspike.test.core.api.message.MinimalMessagesTest.testInjectionOfNamedMessageBundle()",1,1
"org.apache.deltaspike.test.core.api.message.MinimalMessagesTest.testMinimalMessage()",1,1
"org.apache.deltaspike.test.core.api.message.SimpleMessageTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.message.SimpleMessageTest.testDefaultLocaleInMessage()",1,1
"org.apache.deltaspike.test.core.api.message.SimpleMessageTest.testMessageSerialisation()",1,1
"org.apache.deltaspike.test.core.api.message.SimpleMessageTest.testNullMessage()",1,1
"org.apache.deltaspike.test.core.api.message.SimpleMessageTest.testPaddingWithNullMessage()",1,1
"org.apache.deltaspike.test.core.api.message.SimpleMessageTest.testPassivationCapability()",1,1
"org.apache.deltaspike.test.core.api.message.SimpleMessageTest.testSimpleMessage()",1,1
"org.apache.deltaspike.test.core.api.message.TestLocalResolver.getLocale()",1,1
"org.apache.deltaspike.test.core.api.message.TestMessageInterpolator.interpolate(String,Serializable[],Locale)",1,1
"org.apache.deltaspike.test.core.api.message.TestMessageResolver.TestMessageResolver()",1,1
"org.apache.deltaspike.test.core.api.message.TestMessageResolver.getMessage(MessageContext,String,String)",2,7
"org.apache.deltaspike.test.core.api.message.broken.BrokenMessageBundleClass.welcomeTo(MessageContext,String)",1,1
"org.apache.deltaspike.test.core.api.message.broken.BrokenMessageBundleClass.welcomeToDeltaSpike()",1,1
"org.apache.deltaspike.test.core.api.message.broken.BrokenMessageBundleOnClassTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.message.broken.BrokenMessageBundleOnClassTest.testSimpleMessage()",1,1
"org.apache.deltaspike.test.core.api.message.locale.ConfigurableLocaleMessageTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.message.locale.ConfigurableLocaleMessageTest.internalTestLocales(Locale)",1,1
"org.apache.deltaspike.test.core.api.message.locale.ConfigurableLocaleMessageTest.testDefaultLocaleInMessage()",1,1
"org.apache.deltaspike.test.core.api.message.locale.ConfigurableLocaleMessageTest.testSimpleMessage()",1,1
"org.apache.deltaspike.test.core.api.message.locale.ConfigurableLocaleResolver.getLocale()",1,1
"org.apache.deltaspike.test.core.api.message.locale.ConfigurableLocaleResolver.init()",1,1
"org.apache.deltaspike.test.core.api.message.locale.ConfigurableLocaleResolver.setLocale(Locale)",1,1
"org.apache.deltaspike.test.core.api.partialbean.shared.CustomInterceptorImpl.interceptIt(InvocationContext)",1,1
"org.apache.deltaspike.test.core.api.partialbean.shared.CustomInterceptorState.isIntercepted()",1,1
"org.apache.deltaspike.test.core.api.partialbean.shared.CustomInterceptorState.setIntercepted(boolean)",1,1
"org.apache.deltaspike.test.core.api.partialbean.shared.TestBean.getValue()",1,1
"org.apache.deltaspike.test.core.api.partialbean.shared.ThrowExceptionPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc001.PartialBeanAsInterfaceEarFileTest.deployEar()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc001.PartialBeanAsInterfaceTest.testPartialBeanAsInterface()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc001.PartialBeanAsInterfaceWarFileTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc001.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc001.TestPartialBeanHandler.onCreate()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc001.TestPartialBeanHandler.onDestroy()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc001.TestPartialBeanHandler.setIntercepted(boolean)",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc002.PartialBean.getManualResult()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc002.PartialBean.onCreate()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc002.PartialBean.onDestroy()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc002.PartialBeanAsAbstractClassTest.testPartialBeanAsAbstractClass()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc002.PartialBeanAsAbstractClassTest.war()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc002.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc002.TestPartialBeanHandler.onCreate()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc002.TestPartialBeanHandler.onDestroy()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc002.TestPartialBeanHandler.setIntercepted(boolean)",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc003.PartialBeanTest.testPartialBeanWithApplicationScope()",1,2
"org.apache.deltaspike.test.core.api.partialbean.uc003.PartialBeanTest.war()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc003.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc003.TestPartialBeanHandler.onCreate()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc003.TestPartialBeanHandler.onDestroy()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc003.TestPartialBeanHandler.setIntercepted(boolean)",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc004.ApplicationScopedPartialBean.getManualResult()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc004.DependentScopedPartialBean.getManualResult()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc004.ScopedPartialBeanTest.testPartialBeanWithApplicationScope()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc004.ScopedPartialBeanTest.testPartialBeanWithDependentScope()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc004.ScopedPartialBeanTest.war()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc004.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc004.TestPartialBeanHandler.onCreate()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc004.TestPartialBeanHandler.onDestroy()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc004.TestPartialBeanHandler.setIntercepted(boolean)",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc005.ApplicationScopedPartialBean.getManualResult()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc005.ScopedPartialBeanTest.testPartialBeanWithApplicationScope()",1,2
"org.apache.deltaspike.test.core.api.partialbean.uc005.ScopedPartialBeanTest.war()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc005.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc005.TestPartialBeanHandler.onCreate()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc005.TestPartialBeanHandler.onDestroy()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc005.TestPartialBeanHandler.setIntercepted(boolean)",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc006.AbstractSuper.willFail3()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc006.ApplicationScopedPartialBean.getManualResult()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc006.ScopedPartialBeanTest.testPartialBeanWithApplicationScope()",1,2
"org.apache.deltaspike.test.core.api.partialbean.uc006.ScopedPartialBeanTest.war()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc006.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc006.TestPartialBeanHandler.onCreate()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc006.TestPartialBeanHandler.onDestroy()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc006.TestPartialBeanHandler.setIntercepted(boolean)",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc007.MethodLevelInterceptorTest.testMethodLevelInterceptor()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc007.MethodLevelInterceptorTest.testMethodLevelInterceptorOnAbstractMethod()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc007.MethodLevelInterceptorTest.testMethodLevelInterceptorStereotype()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc007.MethodLevelInterceptorTest.war()",2,2
"org.apache.deltaspike.test.core.api.partialbean.uc007.PartialBean.doSomething()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc007.PartialBean.doSomething2()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc007.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc008.ClassLevelInterceptorTest.testClassLevelInterceptor()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc008.ClassLevelInterceptorTest.testClassLevelInterceptorOnAbstractMethod()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc008.ClassLevelInterceptorTest.war()",2,2
"org.apache.deltaspike.test.core.api.partialbean.uc008.PartialBean.getManualResult()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc008.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc009.PartialBeanWithProducerEarFileTest.deployEar()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc009.PartialBeanWithProducerTest.testPartialBeanWithProducerManualAccess()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc009.PartialBeanWithProducerTest.testProducedResultOfPartialBeanWithProducer()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc009.PartialBeanWithProducerWarFileTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc009.TestCustomType.getTestValue()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc009.TestCustomType.parse(String)",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc009.TestTypeSafeConfigHandler.getTestValue(String)",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc009.TestTypeSafeConfigHandler.invoke(Object,Method,Object[])",1,4
"org.apache.deltaspike.test.core.api.partialbean.uc010.PartialBeanAsAbstractClassTest.testDuplicateProxyGeneration()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc010.PartialBeanAsAbstractClassTest.war()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc010.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc011.ScopedPartialBeanTest.testPartialBeanWithApplicationScope()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc011.ScopedPartialBeanTest.war()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc011.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc012.BlockPolicy.rejectedExecution(Runnable,ThreadPoolExecutor)",1,2
"org.apache.deltaspike.test.core.api.partialbean.uc012.ConcurrencyBugTest.BeanCaller.BeanCaller(PartialBean)",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc012.ConcurrencyBugTest.BeanCaller.call()",1,2
"org.apache.deltaspike.test.core.api.partialbean.uc012.ConcurrencyBugTest.testWithConcurrency()",1,3
"org.apache.deltaspike.test.core.api.partialbean.uc012.ConcurrencyBugTest.war()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc012.MyPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc013.MethodLevelInterceptorTest.testMethodLevelInterceptor()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc013.MethodLevelInterceptorTest.war()",2,2
"org.apache.deltaspike.test.core.api.partialbean.uc013.MyRepository.getAllUsers()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc013.SimpleCacheExtension.discoverInterceptorBindings(BeforeBeanDiscovery)",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc013.SimpleCacheInterceptor.wrapBeanCandidate(InvocationContext)",2,2
"org.apache.deltaspike.test.core.api.partialbean.uc013.SimpleCacheManager.getSingletonCache()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc013.SimpleCacheManager.init()",1,1
"org.apache.deltaspike.test.core.api.partialbean.uc013.TestPartialBeanHandler.invoke(Object,Method,Object[])",1,1
"org.apache.deltaspike.test.core.api.partialbean.util.ArchiveUtils.ArchiveUtils()",1,1
"org.apache.deltaspike.test.core.api.partialbean.util.ArchiveUtils.getDeltaSpikeCoreAndPartialBeanArchive()",1,1
"org.apache.deltaspike.test.core.api.projectstage.ProjectStageProducerTest.testProjectStageSetByEnvironment()",1,4
"org.apache.deltaspike.test.core.api.projectstage.ProjectStageTest.testProjectStages()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanManagerProviderEarFileTest.deployEar()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanManagerProviderTest.testBeanManagerProvider()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanManagerProviderWarFileTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.checkDependentProvider(DependentProvider<DependentTestBean>)",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.injectBeansInNonManagedInstance()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.multiBeanLookupWithDependentBean()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.multiBeanLookupWithoutDependentBean()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.optionalBeanLookup()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.simpleBeanLookupByName()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.simpleBeanLookupByNameWithoutType()",1,3
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.simpleBeanLookupByType()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.testDependentBeanResolving()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.testDependentBeanSerialization()",1,1
"org.apache.deltaspike.test.core.api.provider.BeanProviderTest.testNamedDependentBeanResolving()",1,1
"org.apache.deltaspike.test.core.api.provider.DependentTestBean.cleanUp()",1,1
"org.apache.deltaspike.test.core.api.provider.DependentTestBean.getI()",1,1
"org.apache.deltaspike.test.core.api.provider.DependentTestBean.isDestroyed()",1,1
"org.apache.deltaspike.test.core.api.provider.DependentTestBean.setI(int)",1,1
"org.apache.deltaspike.test.core.api.provider.ManualBean.getTestBean()",1,1
"org.apache.deltaspike.test.core.api.provider.TestBean.getI()",1,1
"org.apache.deltaspike.test.core.api.provider.TestBean.setI(int)",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedBeanX.done()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedBeanX.getValue()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedBeanX.setValue(String)",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedBeanY.done()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedBeanY.getValue()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedBeanY.setValue(String)",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedConversationsTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedConversationsTest.immediatelyClosedConversationTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedConversationsTest.immediatelyClosedConversationViaConversationManagerTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedConversationsTest.immediatelyClosedConversationsTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedConversationsTest.immediatelyClosedConversationsViaWindowContextTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedConversationsTest.noWindowTest()",1,2
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.explicit.ExplicitlyGroupedConversationsTest.parallelConversationsTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.implicit.ImplicitlyGroupedBean.done()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.implicit.ImplicitlyGroupedBean.getValue()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.implicit.ImplicitlyGroupedBean.setValue(String)",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.implicit.ImplicitlyGroupedConversationsTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.implicit.ImplicitlyGroupedConversationsTest.immediatelyClosedConversationTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.implicit.ImplicitlyGroupedConversationsTest.immediatelyClosedConversationViaConversationManagerTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.implicit.ImplicitlyGroupedConversationsTest.immediatelyClosedConversationsTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.implicit.ImplicitlyGroupedConversationsTest.immediatelyClosedConversationsViaWindowContextTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.implicit.ImplicitlyGroupedConversationsTest.noWindowTest()",1,2
"org.apache.deltaspike.test.core.api.scope.conversation.grouped.implicit.ImplicitlyGroupedConversationsTest.parallelConversationsTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.subgroup.shared.TestBaseBean.done()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.subgroup.shared.TestBaseBean.getValue()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.subgroup.shared.TestBaseBean.setValue(String)",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.subgroup.uc001.GroupedConversationSubGroupTest.closedSubGroupTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.subgroup.uc001.GroupedConversationSubGroupTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.subgroup.uc002.GroupedConversationSubGroupTest.closedSubGroupTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.subgroup.uc002.GroupedConversationSubGroupTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.subgroup.uc003.GroupedConversationSubGroupTest.closedSubGroupTest()",1,1
"org.apache.deltaspike.test.core.api.scope.conversation.subgroup.uc003.GroupedConversationSubGroupTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedBeanX.getValue()",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedBeanX.setValue(String)",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedBeanY.getValue()",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedBeanY.setValue(String)",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedTest.usageOnOnePageDifferentRequests()",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedTest.usageOnOnePageDifferentRequestsAndNavigationAfterwards1()",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedTest.usageOnOnePageDifferentRequestsAndNavigationAfterwards2()",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedTest.usageOnOnePageTest()",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedTest.usageOnOnePageTestAndNavigationAfterwards()",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedTest.usageOnTwoPagesTest1()",1,1
"org.apache.deltaspike.test.core.api.scope.viewaccess.ViewAccessScopedTest.usageOnTwoPagesTest2()",1,1
"org.apache.deltaspike.test.core.api.util.ProxyUtilsTest.createTestArchive()",1,1
"org.apache.deltaspike.test.core.api.util.ProxyUtilsTest.testGetProxyAndBaseTypes()",1,1
"org.apache.deltaspike.test.core.api.util.ProxyUtilsTest.testGetUnproxiedClass()",1,1
"org.apache.deltaspike.test.core.api.util.ProxyUtilsTest.testIsIntefaceProxy()",1,1
"org.apache.deltaspike.test.core.api.util.ProxyUtilsTest.testIsNotIntefaceProxy()",1,1
"org.apache.deltaspike.test.core.api.util.ProxyUtilsTest.testIsNotProxiedClass()",1,1
"org.apache.deltaspike.test.core.api.util.ProxyUtilsTest.testIsProxiedClass()",1,1
"org.apache.deltaspike.test.core.api.util.bean.BeanBuilderTest.assertNonNullInjectionPointsFromBeanBuilder()",1,2
"org.apache.deltaspike.test.core.api.util.bean.BeanBuilderTest.assertNonNullInjectionPointsWhenOverriding()",1,3
"org.apache.deltaspike.test.core.api.util.bean.BeanBuilderTest.createTestArchive()",1,1
"org.apache.deltaspike.test.core.api.util.context.AbstractContextTest.deploy()",1,1
"org.apache.deltaspike.test.core.api.util.context.AbstractContextTest.testDummyContext()",1,1
"org.apache.deltaspike.test.core.api.util.context.DummyBean.getI()",1,1
"org.apache.deltaspike.test.core.api.util.context.DummyBean.setI(int)",1,1
"org.apache.deltaspike.test.core.api.util.context.DummyContext.DummyContext(BeanManager,boolean)",1,1
"org.apache.deltaspike.test.core.api.util.context.DummyContext.getContextualStorage(Contextual<?>,boolean)",1,3
"org.apache.deltaspike.test.core.api.util.context.DummyContext.getScope()",1,1
"org.apache.deltaspike.test.core.api.util.context.DummyContext.isActive()",1,1
"org.apache.deltaspike.test.core.api.util.context.DummyContext.setActive(boolean)",1,1
"org.apache.deltaspike.test.core.api.util.context.DummyScopeExtension.registerDummyContext(AfterBeanDiscovery,BeanManager)",1,1
"org.apache.deltaspike.test.core.impl.activation.ClassDeactivationEarFileTest.deployEar()",1,1
"org.apache.deltaspike.test.core.impl.activation.ClassDeactivationTest.testActivatedClass()",1,1
"org.apache.deltaspike.test.core.impl.activation.ClassDeactivationTest.testDeactivatedClass()",1,1
"org.apache.deltaspike.test.core.impl.activation.ClassDeactivationWarFileTest.deploy()",1,1
"org.apache.deltaspike.test.core.impl.activation.DefaultClassDeactivatorTest.deploy()",1,1
"org.apache.deltaspike.test.core.impl.activation.DefaultClassDeactivatorTest.testViaInstantiatedCopyTheyAreDeactivated()",1,1
"org.apache.deltaspike.test.core.impl.activation.TestClassDeactivator.isActivated(Class<? extends Deactivatable>)",2,2
"org.apache.deltaspike.test.core.impl.cipher.DefaultCipherServiceTest.testMasterKeyOverwrite()",1,2
"org.apache.deltaspike.test.core.impl.cipher.DefaultCipherServiceTest.testMasterPwdEncryption()",1,1
"org.apache.deltaspike.test.core.impl.custom.spi.MyImpl.getValue()",1,1
"org.apache.deltaspike.test.core.impl.custom.spi.PartialBeanAsInterfaceEarFileTest.deployEar()",1,1
"org.apache.deltaspike.test.core.impl.custom.spi.ServiceUtilsTest.lookupOfSpiImplementations()",1,2
"org.apache.deltaspike.test.core.impl.custom.spi.ServiceUtilsWarFileTest.deploy()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.event.EventTest.assertEventIsCreatedCorrectly()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.event.EventTest.assertEventWithQualifiersIsCreatedCorrectly()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.event.EventTest.createTestArchive()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.event.EventTest.verifyAscEvent(IntrospectiveExceptionEvent<NullPointerException>)",1,1
"org.apache.deltaspike.test.core.impl.exception.control.event.EventTest.verifyDescEvent(IntrospectiveExceptionEvent<NullPointerException>)",1,1
"org.apache.deltaspike.test.core.impl.exception.control.event.EventTest.verifyQualifierEvent(ExceptionEvent<NullPointerException>)",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.AbortingBreadthFirstHandler.abortHandler(ExceptionEvent<Exception>)",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.AbortingBreadthFirstHandler.isAbortCalled()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.AbortingBreadthFirstHandler.isProceedCalled()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.AbortingBreadthFirstHandler.proceedHandler(ExceptionEvent<NullPointerException>)",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.AbortingDepthHandler.AbortingDepthHandler()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.AbortingDepthHandler.abortHandler(ExceptionEvent<Exception>)",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.AbortingDepthHandler.isAbortCalled()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.AbortingDepthHandler.isProceedCalled()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.AbortingDepthHandler.proceedHandler(ExceptionEvent<Throwable>)",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.BreadthFirstAbortControlTest.assertNoOtherHandlersCalledAfterAbort()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.BreadthFirstAbortControlTest.createTestArchive()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.DepthAbortControlTest.assertNoOtherHandlersCalledAfterAbort()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.DepthAbortControlTest.createTestArchive()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.ExceptionHandledHandler.exHandler(ExceptionEvent<Exception>)",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.ExceptionHandledHandler.isExAscCalled()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.ExceptionHandledHandler.isIaeAscCalled()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.ExceptionHandledHandler.isNpeDescCalled()",1,1
"org.apache.deltaspike.test.core.impl.exception.control.flow.ExceptionHandledHandler.npeDescHandler(ExceptionEvent<NullPointerException>)",1,1
