Complexity metrics,Sun, 31 Mar 2019 21:38:24 EDT
Method,ev(G),iv(G),v(G)
"org.apache.maven.plugins.shade.resource.ComponentsXmlResourceTransformerTest.setUp()",1,1,1
"org.apache.maven.plugins.shade.resource.ComponentsXmlResourceTransformerTest.testConfigurationMerging()",1,1,1
"org.apache.maven.plugins.shade.resource.DontIncludeResourceTransformer.canTransformResource(String)",5,4,6
"org.apache.maven.plugins.shade.resource.DontIncludeResourceTransformer.hasTransformedResource()",1,1,1
"org.apache.maven.plugins.shade.resource.DontIncludeResourceTransformer.modifyOutputStream(JarOutputStream)",1,1,1
"org.apache.maven.plugins.shade.resource.DontIncludeResourceTransformer.processResource(String,InputStream,List<Relocator>)",1,1,1
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformer.append(String,List<String>)",1,2,2
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformer.canTransformResource(String)",1,1,1
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformer.hasTransformedResource()",1,2,2
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformer.join(Collection<String>)",4,4,5
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformer.modifyOutputStream(JarOutputStream)",1,4,4
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformer.processResource(String,InputStream,List<Relocator>)",1,3,3
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformer.setExtModuleName(String)",1,1,1
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformer.setExtModuleVersion(String)",1,1,1
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformerTest.module(String,String,String,String)",1,3,3
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformerTest.stream(Properties)",1,1,1
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformerTest.testConcatenation()",1,1,1
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformerTest.testEmpty()",1,1,1
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformerTest.testFilter()",1,1,1
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformerTest.testSpecifyModuleName()",1,1,1
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformerTest.transform(GroovyResourceTransformer)",1,2,2
"org.apache.maven.plugins.shade.resource.IncludeResourceTransformer.canTransformResource(String)",1,1,1
"org.apache.maven.plugins.shade.resource.IncludeResourceTransformer.hasTransformedResource()",1,2,2
"org.apache.maven.plugins.shade.resource.IncludeResourceTransformer.modifyOutputStream(JarOutputStream)",1,1,1
"org.apache.maven.plugins.shade.resource.IncludeResourceTransformer.processResource(String,InputStream,List<Relocator>)",1,1,1
"org.apache.maven.plugins.shade.resource.ManifestResourceTransformer.canTransformResource(String)",2,1,2
"org.apache.maven.plugins.shade.resource.ManifestResourceTransformer.hasTransformedResource()",1,1,1
"org.apache.maven.plugins.shade.resource.ManifestResourceTransformer.modifyOutputStream(JarOutputStream)",1,4,5
"org.apache.maven.plugins.shade.resource.ManifestResourceTransformer.processResource(String,InputStream,List<Relocator>)",1,1,2
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer.canTransformResource(String)",1,1,1
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer.getAttribute(Xpp3Dom,String)",1,2,2
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer.getRelocatedClass(String,List<Relocator>)",4,6,6
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer.getTransformedResource()",1,2,2
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer.getValue(Xpp3Dom,String)",1,3,3
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer.hasTransformedResource()",1,1,1
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer.modifyOutputStream(JarOutputStream)",1,1,1
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer.processResource(String,InputStream,List<Relocator>)",2,10,11
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer.setAttribute(Xpp3Dom,String,String)",2,3,4
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer.setValue(Xpp3Dom,String,String)",2,3,4
"org.apache.maven.plugins.shade.resource.ResourceBundleAppendingTransformer.canTransformResource(String)",2,2,3
"org.apache.maven.plugins.shade.resource.ResourceBundleAppendingTransformer.hasTransformedResource()",1,1,1
"org.apache.maven.plugins.shade.resource.ResourceBundleAppendingTransformer.modifyOutputStream(JarOutputStream)",1,2,2
"org.apache.maven.plugins.shade.resource.ResourceBundleAppendingTransformer.processResource(String,InputStream,List<Relocator>)",1,2,2
"org.apache.maven.plugins.shade.resource.ResourceBundleAppendingTransformer.setBasename(String)",1,1,1
"org.apache.maven.plugins.shade.resource.ResourceBundleAppendingTransformerTest.setUp()",1,1,1
"org.apache.maven.plugins.shade.resource.ResourceBundleAppendingTransformerTest.testCanTransformResource()",1,1,1
"org.apache.maven.plugins.shade.resource.ServiceResourceTransformerTest.concatenation()",1,4,6
"org.apache.maven.plugins.shade.resource.ServiceResourceTransformerTest.relocatedClasses()",1,2,2
"org.apache.maven.plugins.shade.resource.ServicesResourceTransformer.ServiceStream.ServiceStream()",1,1,1
"org.apache.maven.plugins.shade.resource.ServicesResourceTransformer.ServiceStream.append(String)",1,2,4
"org.apache.maven.plugins.shade.resource.ServicesResourceTransformer.ServiceStream.toInputStream()",1,1,1
"org.apache.maven.plugins.shade.resource.ServicesResourceTransformer.canTransformResource(String)",2,1,2
"org.apache.maven.plugins.shade.resource.ServicesResourceTransformer.hasTransformedResource()",1,1,1
"org.apache.maven.plugins.shade.resource.ServicesResourceTransformer.modifyOutputStream(JarOutputStream)",9,9,9
"org.apache.maven.plugins.shade.resource.ServicesResourceTransformer.processResource(String,InputStream,List<Relocator>)",1,5,6
"org.apache.maven.plugins.shade.resource.XmlAppendingTransformer.canTransformResource(String)",2,2,3
"org.apache.maven.plugins.shade.resource.XmlAppendingTransformer.hasTransformedResource()",1,1,1
"org.apache.maven.plugins.shade.resource.XmlAppendingTransformer.modifyOutputStream(JarOutputStream)",1,1,1
"org.apache.maven.plugins.shade.resource.XmlAppendingTransformer.processResource(String,InputStream,List<Relocator>)",1,7,7
"org.apache.maven.plugins.shade.resource.XmlAppendingTransformerTest.setUp()",1,1,1
"org.apache.maven.plugins.shade.resource.XmlAppendingTransformerTest.testCanTransformResource()",1,1,1

Class,OCavg,WMC
"org.apache.maven.plugins.shade.DefaultShader",3.67,55
"org.apache.maven.plugins.shade.DefaultShader.RelocatorRemapper",3.00,12
"org.apache.maven.plugins.shade.DefaultShaderTest",1.00,8
"org.apache.maven.plugins.shade.MockShader",1.00,1
"org.apache.maven.plugins.shade.ShadeRequest",1.00,12
"org.apache.maven.plugins.shade.ShadingResult",n/a,0
"org.apache.maven.plugins.shade.filter.MinijarFilter",2.30,23
"org.apache.maven.plugins.shade.filter.MinijarFilterTest",1.00,2
"org.apache.maven.plugins.shade.filter.SimpleFilter",2.10,21
"org.apache.maven.plugins.shade.filter.SimpleFilterTest",1.00,1
"org.apache.maven.plugins.shade.mojo.ArchiveFilter",1.00,3
"org.apache.maven.plugins.shade.mojo.ArtifactId",2.50,25
"org.apache.maven.plugins.shade.mojo.ArtifactIdTest",1.00,2
"org.apache.maven.plugins.shade.mojo.ArtifactSelector",2.50,15
"org.apache.maven.plugins.shade.mojo.ArtifactSelectorTest",1.00,2
"org.apache.maven.plugins.shade.mojo.ArtifactSet",1.00,2
"org.apache.maven.plugins.shade.mojo.PackageRelocation",1.00,5
"org.apache.maven.plugins.shade.mojo.RelativizePath",4.00,12
"org.apache.maven.plugins.shade.mojo.RelativizePathTest",2.00,2
"org.apache.maven.plugins.shade.mojo.ShadeMojo",3.68,103
"org.apache.maven.plugins.shade.mojo.ShadeMojoTest",1.22,11
"org.apache.maven.plugins.shade.pom.Counter",1.00,4
"org.apache.maven.plugins.shade.pom.MavenJDOMWriter",3.57,243
"org.apache.maven.plugins.shade.pom.PomWriter",2.50,5
"org.apache.maven.plugins.shade.relocation.SimpleRelocator",2.90,29
"org.apache.maven.plugins.shade.relocation.SimpleRelocatorParameterTest",1.00,4
"org.apache.maven.plugins.shade.relocation.SimpleRelocatorTest",1.00,8
"org.apache.maven.plugins.shade.resource.ApacheLicenseResourceTransformer",1.00,4
"org.apache.maven.plugins.shade.resource.ApacheLicenseResourceTransformerTest",1.00,2
"org.apache.maven.plugins.shade.resource.ApacheNoticeResourceTransformer",6.50,26
"org.apache.maven.plugins.shade.resource.ApacheNoticeResourceTransformerParameterTests",1.00,9
"org.apache.maven.plugins.shade.resource.ApacheNoticeResourceTransformerTest",1.00,2
"org.apache.maven.plugins.shade.resource.AppendingTransformer",1.25,5
"org.apache.maven.plugins.shade.resource.AppendingTransformerTest",1.00,2
"org.apache.maven.plugins.shade.resource.ComponentsXmlResourceTransformer",2.33,21
"org.apache.maven.plugins.shade.resource.ComponentsXmlResourceTransformerTest",1.00,2
"org.apache.maven.plugins.shade.resource.DontIncludeResourceTransformer",2.00,8
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformer",2.25,18
"org.apache.maven.plugins.shade.resource.GroovyResourceTransformerTest",1.43,10
"org.apache.maven.plugins.shade.resource.IncludeResourceTransformer",1.25,5
"org.apache.maven.plugins.shade.resource.ManifestResourceTransformer",2.50,10
"org.apache.maven.plugins.shade.resource.PluginXmlResourceTransformer",2.45,27
"org.apache.maven.plugins.shade.resource.ResourceBundleAppendingTransformer",1.60,8
"org.apache.maven.plugins.shade.resource.ResourceBundleAppendingTransformerTest",1.00,2
"org.apache.maven.plugins.shade.resource.ServiceResourceTransformerTest",3.50,7
"org.apache.maven.plugins.shade.resource.ServicesResourceTransformer",4.50,18
"org.apache.maven.plugins.shade.resource.ServicesResourceTransformer.ServiceStream",1.33,4
"org.apache.maven.plugins.shade.resource.XmlAppendingTransformer",2.20,11
"org.apache.maven.plugins.shade.resource.XmlAppendingTransformerTest",1.00,2

Package,v(G)avg,v(G)tot
"org.apache.maven.plugins.shade",2.42,92
"org.apache.maven.plugins.shade.filter",2.35,54
"org.apache.maven.plugins.shade.mojo",3.03,203
"org.apache.maven.plugins.shade.pom",4.03,298
"org.apache.maven.plugins.shade.relocation",2.32,51
"org.apache.maven.plugins.shade.resource",2.43,233

Module,v(G)avg,v(G)tot
"maven-shade-plugin",2.91,931

Project,v(G)avg,v(G)tot
"project",2.91,931

