Complexity metrics,Sun, 31 Mar 2019 21:55:22 EDT
Method,ev(G),iv(G),v(G)
"org.apache.maven.doxia.module.confluence.parser.SectionBlockParser.accept(String,ByLineSource)",6,5,6
"org.apache.maven.doxia.module.confluence.parser.SectionBlockParser.visit(String,ByLineSource)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.SubBlock.SubBlock(String)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.SubBlock.traverse(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.SupBlock.SupBlock(String)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.SupBlock.traverse(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.TextBlock.TextBlock(String)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.TextBlock.traverse(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.UnderlineBlock.UnderlineBlock(String)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.UnderlineBlock.traverse(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.VerbatimBlock.VerbatimBlock(String)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.VerbatimBlock.traverse(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.VerbatimBlockParser.accept(String,ByLineSource)",2,2,3
"org.apache.maven.doxia.module.confluence.parser.VerbatimBlockParser.visit(String,ByLineSource)",3,3,4
"org.apache.maven.doxia.module.confluence.parser.list.BulletedListBlock.BulletedListBlock(List<Block>)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.BulletedListBlock.after(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.BulletedListBlock.before(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.ListBlock.ListBlock(List<Block>)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.ListBlockParser.accept(String,ByLineSource)",2,1,2
"org.apache.maven.doxia.module.confluence.parser.list.ListBlockParser.addItem(TreeListBuilder,StringBuilder)",1,2,2
"org.apache.maven.doxia.module.confluence.parser.list.ListBlockParser.getLevel(String)",1,3,4
"org.apache.maven.doxia.module.confluence.parser.list.ListBlockParser.isBulletedList(String,int)",1,2,2
"org.apache.maven.doxia.module.confluence.parser.list.ListBlockParser.isList(String)",3,9,10
"org.apache.maven.doxia.module.confluence.parser.list.ListBlockParser.visit(String,ByLineSource)",3,6,7
"org.apache.maven.doxia.module.confluence.parser.list.ListItemBlock.ListItemBlock(List<Block>)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.ListItemBlock.ListItemBlock(List<Block>,ListBlock)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.ListItemBlock.after(Sink)",1,2,2
"org.apache.maven.doxia.module.confluence.parser.list.ListItemBlock.before(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.ListItemBlock.getInnerList()",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.NumberedListBlock.NumberedListBlock(List<Block>)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.NumberedListBlock.after(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.NumberedListBlock.before(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.TreeComponent.TreeComponent(TreeComponent,String,int)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.TreeComponent.addChildren(String,int)",2,1,2
"org.apache.maven.doxia.module.confluence.parser.list.TreeComponent.getChildren()",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.TreeComponent.getDepth()",1,1,2
"org.apache.maven.doxia.module.confluence.parser.list.TreeComponent.getFather()",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.TreeComponent.getText()",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.TreeComponent.getType()",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.TreeComponent.toString()",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.TreeComponent.toString(String)",1,3,3
"org.apache.maven.doxia.module.confluence.parser.list.TreeListBuilder.TreeListBuilder()",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.TreeListBuilder.feedEntry(int,int,String)",5,6,7
"org.apache.maven.doxia.module.confluence.parser.list.TreeListBuilder.getBlock()",1,1,1
"org.apache.maven.doxia.module.confluence.parser.list.TreeListBuilder.getList(TreeComponent)",2,1,2
"org.apache.maven.doxia.module.confluence.parser.list.TreeListBuilder.getListItems(TreeComponent)",1,4,4
"org.apache.maven.doxia.module.confluence.parser.table.TableBlock.TableBlock(List<Block>)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableBlock.after(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableBlock.before(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableBlock.getJustification()",1,1,2
"org.apache.maven.doxia.module.confluence.parser.table.TableBlockParser.TableBlockParser()",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableBlockParser.accept(String,ByLineSource)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableBlockParser.parseLine(String,ByLineSource)",5,5,5
"org.apache.maven.doxia.module.confluence.parser.table.TableBlockParser.visit(String,ByLineSource)",6,9,10
"org.apache.maven.doxia.module.confluence.parser.table.TableCellBlock.TableCellBlock(List<Block>)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableCellBlock.after(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableCellBlock.before(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableCellHeaderBlock.TableCellHeaderBlock(List<Block>)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableCellHeaderBlock.after(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableCellHeaderBlock.before(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableRowBlock.TableRowBlock(List<Block>)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableRowBlock.after(Sink)",1,1,1
"org.apache.maven.doxia.module.confluence.parser.table.TableRowBlock.before(Sink)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookIdentityTest.createParser()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookIdentityTest.createSink(Writer)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParser.handleAnchorStart(Sink,SinkEventAttributeSet)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookParser.handleArticleInfoEndTags(String,Sink)",2,4,5
"org.apache.maven.doxia.module.docbook.DocBookParser.handleArticleInfoStartTags(String,Sink,SinkEventAttributeSet)",2,4,5
"org.apache.maven.doxia.module.docbook.DocBookParser.handleArticleStart(Sink,SinkEventAttributeSet)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParser.handleCaptionEnd(Sink)",1,4,4
"org.apache.maven.doxia.module.docbook.DocBookParser.handleCaptionStart(Sink,SinkEventAttributeSet)",1,4,4
"org.apache.maven.doxia.module.docbook.DocBookParser.handleCdsect(XmlPullParser,Sink)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookParser.handleComment(XmlPullParser,Sink)",1,6,6
"org.apache.maven.doxia.module.docbook.DocBookParser.handleEmailStart(XmlPullParser,Sink,SinkEventAttributeSet)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookParser.handleEndTag(XmlPullParser,Sink)",7,57,57
"org.apache.maven.doxia.module.docbook.DocBookParser.handleEntity(XmlPullParser,Sink)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookParser.handleFigureStart(Sink,SinkEventAttributeSet)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParser.handleImageDataStart(Sink,SinkEventAttributeSet)",2,1,2
"org.apache.maven.doxia.module.docbook.DocBookParser.handleItemizedListStart(Sink,SinkEventAttributeSet)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParser.handleLinkStart(Sink,SinkEventAttributeSet)",2,1,2
"org.apache.maven.doxia.module.docbook.DocBookParser.handleListItemStart(Sink,SinkEventAttributeSet)",1,3,3
"org.apache.maven.doxia.module.docbook.DocBookParser.handleOrderedListStart(Sink,SinkEventAttributeSet)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookParser.handleParaEnd(Sink)",1,3,3
"org.apache.maven.doxia.module.docbook.DocBookParser.handleParaStart(Sink,SinkEventAttributeSet)",1,3,3
"org.apache.maven.doxia.module.docbook.DocBookParser.handleSectionElements(Sink,String,SinkEventAttributeSet)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParser.handleStartTag(XmlPullParser,Sink)",15,30,30
"org.apache.maven.doxia.module.docbook.DocBookParser.handleTableStart(Sink,SinkEventAttributeSet)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookParser.handleText(XmlPullParser,Sink)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookParser.handleTitleEnd(Sink)",1,5,5
"org.apache.maven.doxia.module.docbook.DocBookParser.handleTitleStart(Sink,SinkEventAttributeSet)",1,5,5
"org.apache.maven.doxia.module.docbook.DocBookParser.handleUlinkStart(Sink,SinkEventAttributeSet)",2,1,2
"org.apache.maven.doxia.module.docbook.DocBookParser.handleVariableListStart(Sink,SinkEventAttributeSet)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParser.handleXrefStart(Sink,SinkEventAttributeSet)",2,1,2
"org.apache.maven.doxia.module.docbook.DocBookParser.ignorable(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParser.init()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParser.isParent(String)",2,2,2
"org.apache.maven.doxia.module.docbook.DocBookParser.linkStartTag(String,Sink,SinkEventAttributeSet)",5,5,5
"org.apache.maven.doxia.module.docbook.DocBookParser.listStartTags(String,Sink,SinkEventAttributeSet)",7,7,7
"org.apache.maven.doxia.module.docbook.DocBookParser.mediaStartTag(String,Sink,SinkEventAttributeSet)",5,6,6
"org.apache.maven.doxia.module.docbook.DocBookParser.styleStartTags(String,Sink,SinkEventAttributeSet)",8,11,11
"org.apache.maven.doxia.module.docbook.DocBookParser.tableStartTags(String,Sink,SinkEventAttributeSet)",8,18,22
"org.apache.maven.doxia.module.docbook.DocBookParserModule.DocBookParserModule()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.createParser()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.outputExtension()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.setUp()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.testFigure()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.testHead()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.testIds()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.testLinks()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.testLists()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.testSignificantWhiteSpace()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.testStyles()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.testTables()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookParserTest.testTestDocument()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.DocBookSink(Writer)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.DocBookSink(Writer,String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.DocBookSink(Writer,String,String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.anchor(String)",3,2,4
"org.apache.maven.doxia.module.docbook.DocBookSink.anchor_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.author()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.author_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.body_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.bold()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.bold_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.close()",1,5,5
"org.apache.maven.doxia.module.docbook.DocBookSink.comment(String)",1,4,5
"org.apache.maven.doxia.module.docbook.DocBookSink.content(String)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSink.date()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.date_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.definedTerm()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.definedTerm_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.definition()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.definitionList()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.definitionListItem()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.definitionListItem_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.definitionList_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.definition_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.escapeSGML(String,boolean)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.figure()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.figureCaption()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.figureCaption_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.figureGraphics(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.figure_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.flush()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getBoldElement()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getEncoding()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getHorizontalRuleElement()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getItalicElement()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getLanguage()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getLineBreakElement()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getMonospacedElement()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getPageBreakElement()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getPublicId()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getStyleSheet()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.getSystemId()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.graphicElement()",1,2,3
"org.apache.maven.doxia.module.docbook.DocBookSink.head()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.head_()",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSink.horizontalRule()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.init()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.isXMLMode()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.italic()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.italic_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.lineBreak()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.link(String)",2,2,3
"org.apache.maven.doxia.module.docbook.DocBookSink.link_()",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSink.list()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.listItem()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.listItem_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.list_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.logMessage(String,String)",2,2,4
"org.apache.maven.doxia.module.docbook.DocBookSink.makeEndTag(String)",4,2,5
"org.apache.maven.doxia.module.docbook.DocBookSink.markup(String)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSink.monospaced()",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSink.monospaced_()",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSink.nonBreakingSpace()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.numberedList(int)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.numberedListItem()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.numberedListItem_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.numberedList_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.pageBreak()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.paragraph()",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSink.paragraph_()",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSink.resetState()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.section1()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.section1_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.section2()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.section2_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.section3()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.section3_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.section4()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.section4_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.section5()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.section5_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle1()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle1_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle2()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle2_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle3()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle3_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle4()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle4_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle5()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle5_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.sectionTitle_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.setBoldElement(String)",1,1,2
"org.apache.maven.doxia.module.docbook.DocBookSink.setEncoding(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.setHorizontalRuleElement(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.setItalicElement(String)",1,1,2
"org.apache.maven.doxia.module.docbook.DocBookSink.setLanguage(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.setLineBreakElement(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.setMonospacedElement(String)",1,1,2
"org.apache.maven.doxia.module.docbook.DocBookSink.setPageBreakElement(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.setPublicId(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.setSkip(boolean)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.setStyleSheet(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.setSystemId(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.setXMLMode(boolean)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.table()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.tableCaption()",1,1,2
"org.apache.maven.doxia.module.docbook.DocBookSink.tableCaption_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.tableCell()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.tableCell_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.tableHeaderCell()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.tableHeaderCell_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.tableRow()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.tableRow_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.tableRows(int[],boolean)",2,3,5
"org.apache.maven.doxia.module.docbook.DocBookSink.tableRows_()",2,1,2
"org.apache.maven.doxia.module.docbook.DocBookSink.table_()",1,2,3
"org.apache.maven.doxia.module.docbook.DocBookSink.text(String)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSink.title()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.title_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.unknown(String,Object[],SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.verbatim(boolean)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.verbatimContent(String)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSink.verbatim_()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.write(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSink.writeXmlHeader(String)",1,4,6
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.createSink(Writer)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getAnchorBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getAuthorBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getBodyBlock()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getBoldBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getCommentBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getDateBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getDefinitionListBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getFigureBlock(String,String)",1,1,2
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getHeadBlock()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getHorizontalRuleBlock()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getItalicBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getLineBreakBlock()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getLinkBlock(String,String)",1,2,2
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getListBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getMonospacedBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getNonBreakingSpaceBlock()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getNumberedListBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getPageBreakBlock()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getParagraphBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getRawTextBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getSection1Block(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getSection2Block(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getSection3Block(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getSection4Block(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getSection5Block(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getSectionTitleBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getTableBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getTextBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getTitleBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.getVerbatimBlock(String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.isXmlSink()",1,1,1
"org.apache.maven.doxia.module.docbook.DocBookSinkTest.outputExtension()",1,1,1
"org.apache.maven.doxia.module.docbook.DocbookSinkFactory.createSink(Writer,String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocbookSinkFactory.createSink(Writer,String,String)",1,1,1
"org.apache.maven.doxia.module.docbook.DocbookUtils.DocbookUtils()",1,1,1
"org.apache.maven.doxia.module.docbook.DocbookUtils.docbookListNumbering(int)",7,2,7
"org.apache.maven.doxia.module.docbook.DocbookUtils.doxiaListNumbering(String)",6,5,6
"org.apache.maven.doxia.module.docbook.DocbookUtils.doxiaTableFrameAttribute(String)",7,6,7
"org.apache.maven.doxia.module.docbook.DocbookUtils.trademarkFromClass(String)",5,4,5
"org.apache.maven.doxia.module.docbook.DocbookUtilsTest.testDocbookListNumbering()",1,2,2
"org.apache.maven.doxia.module.docbook.DocbookUtilsTest.testDoxiaListNumbering()",1,2,2
"org.apache.maven.doxia.module.docbook.DocbookUtilsTest.testDoxiaTableFrameAttribute()",1,2,2
"org.apache.maven.doxia.module.docbook.DocbookUtilsTest.testTrademarkFromClass()",1,2,2
"org.apache.maven.doxia.module.fml.FmlContentParser.handleEndTag(XmlPullParser,Sink)",2,7,7
"org.apache.maven.doxia.module.fml.FmlContentParser.handleStartTag(XmlPullParser,Sink)",2,8,8
"org.apache.maven.doxia.module.fml.FmlContentParser.init()",1,1,1
"org.apache.maven.doxia.module.fml.FmlParser.handleCdsect(XmlPullParser,Sink)",1,2,2
"org.apache.maven.doxia.module.fml.FmlParser.handleComment(XmlPullParser,Sink)",1,3,3
"org.apache.maven.doxia.module.fml.FmlParser.handleEndTag(XmlPullParser,Sink)",11,17,17
"org.apache.maven.doxia.module.fml.FmlParser.handleEntity(XmlPullParser,Sink)",1,4,4
"org.apache.maven.doxia.module.fml.FmlParser.handleMacroEnd(StringBuilder)",3,3,4
"org.apache.maven.doxia.module.fml.FmlParser.handleMacroStart(XmlPullParser)",3,3,4
"org.apache.maven.doxia.module.fml.FmlParser.handleParamStart(XmlPullParser,Sink)",4,5,5
"org.apache.maven.doxia.module.fml.FmlParser.handleStartTag(XmlPullParser,Sink)",7,18,18
"org.apache.maven.doxia.module.fml.FmlParser.handleText(XmlPullParser,Sink)",1,2,2
"org.apache.maven.doxia.module.fml.FmlParser.init()",1,1,1
"org.apache.maven.doxia.module.fml.FmlParser.logMessage(String,String)",2,2,4
"org.apache.maven.doxia.module.fml.FmlParser.logWarnings()",1,6,6
"org.apache.maven.doxia.module.fml.FmlParser.parse(Reader,Sink)",1,2,2
"org.apache.maven.doxia.module.fml.FmlParser.writeFaqs(Sink)",8,13,13
"org.apache.maven.doxia.module.fml.FmlParser.writeTopLink(Sink)",1,1,1
"org.apache.maven.doxia.module.fml.FmlParserModule.FmlParserModule()",1,1,1
"org.apache.maven.doxia.module.fml.FmlParserTest.assertTextEvent(SinkEventElement,String)",1,1,1
"org.apache.maven.doxia.module.fml.FmlParserTest.createParser()",1,1,1
"org.apache.maven.doxia.module.fml.FmlParserTest.outputExtension()",1,1,1
"org.apache.maven.doxia.module.fml.FmlParserTest.setUp()",1,2,2
"org.apache.maven.doxia.module.fml.FmlParserTest.testEntities()",1,1,1
"org.apache.maven.doxia.module.fml.FmlParserTest.testFaqEventsList()",1,1,1
"org.apache.maven.doxia.module.fml.FmlParserTest.testFaqMacro()",1,1,1
"org.apache.maven.doxia.module.fml.FmlValidatorTest.addNamespaces(String)",3,3,3
"org.apache.maven.doxia.module.fml.FmlValidatorTest.getIncludes()",1,1,1
"org.apache.maven.doxia.module.fml.FmlValidatorTest.testValidateFiles()",1,1,1
"org.apache.maven.doxia.module.fo.FoAggregateSink.FoAggregateSink(Writer)",1,1,1
