Complexity metrics,Sun, 31 Mar 2019 21:55:22 EDT
Method,ev(G),iv(G),v(G)
"org.apache.maven.doxia.module.twiki.parser.TreeListBuilder.getList(TreeComponent)",1,1,1
"org.apache.maven.doxia.module.twiki.parser.TreeListBuilder.getListItems(TreeComponent)",1,4,4
"org.apache.maven.doxia.module.twiki.parser.TwikiParserTest.createParser()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.TwikiParserTest.outputExtension()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.TwikiParserTest.setUp()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.TwikiParserTest.testHtml()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.UnorderedListBlock.UnorderedListBlock(ListItemBlock[])",1,1,1
"org.apache.maven.doxia.module.twiki.parser.UnorderedListBlock.after(Sink)",1,1,1
"org.apache.maven.doxia.module.twiki.parser.UnorderedListBlock.before(Sink)",1,1,1
"org.apache.maven.doxia.module.twiki.parser.VerbatimBlock.VerbatimBlock(Block[])",1,1,1
"org.apache.maven.doxia.module.twiki.parser.VerbatimBlock.after(Sink)",1,1,1
"org.apache.maven.doxia.module.twiki.parser.VerbatimBlock.before(Sink)",1,1,1
"org.apache.maven.doxia.module.twiki.parser.VerbatimBlockParser.accept(String)",1,1,1
"org.apache.maven.doxia.module.twiki.parser.VerbatimBlockParser.visit(String,ByLineSource)",4,3,4
"org.apache.maven.doxia.module.twiki.parser.VerbatimTest.testRegex()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.VerbatimTest.testTwiki()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.VerbatimTest.testVerbatim()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.VerbatimTest.testVerbatimAfterSection()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WikiWordBlock.WikiWordBlock(String,Block,WikiWordLinkResolver)",2,1,4
"org.apache.maven.doxia.module.twiki.parser.WikiWordBlock.WikiWordBlock(String,String,WikiWordLinkResolver)",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WikiWordBlock.WikiWordBlock(String,WikiWordLinkResolver)",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WikiWordBlock.equals(Object)",1,4,4
"org.apache.maven.doxia.module.twiki.parser.WikiWordBlock.hashCode()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WikiWordBlock.traverse(Sink)",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testAnchors()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testAutomaticImage()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testAutomaticLink()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testForcedLinks()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testLinkImage()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testMailtoForcedLinks()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testPreventLinkingWikiWord()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testRelativeImage()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testSpecificLinkPrevention()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testText()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testURLSpecificLinks()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testWebAnchorWikiWords()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testWebWikiWords()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testWikiSpecificLinks()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.WordsTest.testWikiWords()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.XHTMLBlock.XHTMLBlock(String)",2,1,2
"org.apache.maven.doxia.module.twiki.parser.XHTMLBlock.equals(Object)",1,3,3
"org.apache.maven.doxia.module.twiki.parser.XHTMLBlock.hashCode()",1,1,1
"org.apache.maven.doxia.module.twiki.parser.XHTMLBlock.traverse(Sink)",2,1,2
"org.apache.maven.doxia.module.twiki.parser.XHTMLWikiWordLinkResolver.resolveLink(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocIdentityTest.createParser()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocIdentityTest.createSink(Writer)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocIdentityTest.getExpected()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocIdentityTest.setUp()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParser.closeOpenSections(int,Sink)",1,6,6
"org.apache.maven.doxia.module.xdoc.XdocParser.consecutiveSections(int,Sink)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParser.handleEndTag(XmlPullParser,Sink)",2,17,17
"org.apache.maven.doxia.module.xdoc.XdocParser.handleMacroEnd(Sink)",2,3,4
"org.apache.maven.doxia.module.xdoc.XdocParser.handleMacroStart(XmlPullParser)",3,3,4
"org.apache.maven.doxia.module.xdoc.XdocParser.handleMetaStart(XmlPullParser,Sink,SinkEventAttributeSet)",1,3,3
"org.apache.maven.doxia.module.xdoc.XdocParser.handleParamStart(XmlPullParser,Sink)",4,5,5
"org.apache.maven.doxia.module.xdoc.XdocParser.handleSectionStart(int,Sink,SinkEventAttributeSet,XmlPullParser)",1,2,2
"org.apache.maven.doxia.module.xdoc.XdocParser.handleStartTag(XmlPullParser,Sink)",5,21,22
"org.apache.maven.doxia.module.xdoc.XdocParser.init()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParser.openMissingSections(int,Sink)",1,6,6
"org.apache.maven.doxia.module.xdoc.XdocParser.parse(Reader,Sink)",1,2,2
"org.apache.maven.doxia.module.xdoc.XdocParserModule.XdocParserModule()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.assertParseException(Sink,String)",1,2,2
"org.apache.maven.doxia.module.xdoc.XdocParserTest.createParser()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.outputExtension()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.parseText(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.setUp()",1,3,3
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testDocumentBodyEventsList()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testEntities()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testHeadEventsList()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testJavaScript()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testMacroExceptions()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testNestedSectionsEventsList()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testPreEOL()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testSectionAttributes()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testSectionEventsList()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testSectionIdAnchor()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testSnippetMacro()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testSourceContainingDTD()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testSourceEventsList()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testStyleWithCData()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testTocMacro()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocParserTest.testUnknown()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.XdocSink(Writer)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.XdocSink(Writer,String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.XdocSink(Writer,String,String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.author_()",1,2,2
"org.apache.maven.doxia.module.xdoc.XdocSink.body()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.body(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.body_()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.close()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.date_()",1,2,2
"org.apache.maven.doxia.module.xdoc.XdocSink.head()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.head(SinkEventAttributes)",1,4,4
"org.apache.maven.doxia.module.xdoc.XdocSink.head_()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.init()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.link(String,String)",2,2,3
"org.apache.maven.doxia.module.xdoc.XdocSink.markup(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.onSection(int,SinkEventAttributes)",1,3,3
"org.apache.maven.doxia.module.xdoc.XdocSink.onSectionTitle(int,SinkEventAttributes)",1,4,4
"org.apache.maven.doxia.module.xdoc.XdocSink.onSectionTitle_(int)",1,5,6
"org.apache.maven.doxia.module.xdoc.XdocSink.onSection_(int)",1,3,3
"org.apache.maven.doxia.module.xdoc.XdocSink.tableRow()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.tableRows(int[],boolean)",1,2,4
"org.apache.maven.doxia.module.xdoc.XdocSink.title()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.title_()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSink.verbatim(SinkEventAttributes)",1,3,4
"org.apache.maven.doxia.module.xdoc.XdocSink.verbatim_()",1,2,2
"org.apache.maven.doxia.module.xdoc.XdocSinkFactory.createSink(Writer,String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkFactory.createSink(Writer,String,String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.createSink(Writer)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getAnchorBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getAuthorBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getBodyBlock()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getBoldBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getCommentBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getDateBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getDefinitionListBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getFigureBlock(String,String)",1,1,2
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getHeadBlock()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getHorizontalRuleBlock()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getItalicBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getLineBreakBlock()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getLinkBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getListBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getMonospacedBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getNonBreakingSpaceBlock()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getNumberedListBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getPageBreakBlock()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getParagraphBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getRawTextBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getSection1Block(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getSection2Block(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getSection3Block(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getSection4Block(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getSection5Block(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getSectionTitleBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getTableBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getTextBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getTitleBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.getVerbatimBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.isXmlSink()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.outputExtension()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.testBoxedVerbatim()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkTest.testLinkWithTarget()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkWithLanguageIdTest.createSink(Writer)",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocSinkWithLanguageIdTest.getHeadBlock()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocValidatorTest.addNamespaces(String)",3,3,3
"org.apache.maven.doxia.module.xdoc.XdocValidatorTest.getIncludes()",1,1,1
"org.apache.maven.doxia.module.xdoc.XdocValidatorTest.testValidateFiles()",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSink.XmlWriterXdocSink(StringWriter,String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSink.XmlWriterXdocSink(XMLWriter)",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSink.close()",1,4,4
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSinkTest.createSink(Writer)",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSinkTest.getDefinitionListBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSinkTest.getFigureBlock(String,String)",1,1,2
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSinkTest.getHorizontalRuleBlock()",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSinkTest.getLineBreakBlock()",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSinkTest.getListBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSinkTest.getNumberedListBlock(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSinkTest.getSection1Block(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSinkTest.getSection2Block(String)",1,1,1
"org.apache.maven.doxia.module.xdoc.XmlWriterXdocSinkTest.getTableBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlIdentityTest.createParser()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlIdentityTest.createSink(Writer)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlIdentityTest.getExpected()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlIdentityTest.setUp()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlParser.escapeForMacro(String)",2,2,3
"org.apache.maven.doxia.module.xhtml.XhtmlParser.handleComment(XmlPullParser,Sink)",1,3,3
"org.apache.maven.doxia.module.xhtml.XhtmlParser.handleEndTag(XmlPullParser,Sink)",2,9,9
"org.apache.maven.doxia.module.xhtml.XhtmlParser.handleStartTag(XmlPullParser,Sink)",2,15,16
"org.apache.maven.doxia.module.xhtml.XhtmlParser.init()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlParser.parse(Reader,Sink)",1,2,2
"org.apache.maven.doxia.module.xhtml.XhtmlParser.processMacro(String,Sink)",3,2,5
"org.apache.maven.doxia.module.xhtml.XhtmlParser.unescapeForMacro(String)",2,2,3
"org.apache.maven.doxia.module.xhtml.XhtmlParserModule.XhtmlParserModule()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlParserTest.createParser()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlParserTest.outputExtension()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlParserTest.setUp()",1,2,2
"org.apache.maven.doxia.module.xhtml.XhtmlParserTest.testDocumentBodyEventsList()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlParserTest.testHeadEventsList()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlParserTest.testPreEventsList()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlParserTest.testTocMacro()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlParserTest.testUnknown()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSink.XhtmlSink(Writer)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSink.XhtmlSink(Writer,String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSink.XhtmlSink(Writer,String,String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSink.author_()",1,2,2
"org.apache.maven.doxia.module.xhtml.XhtmlSink.body()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSink.body_()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSink.date_()",1,2,2
"org.apache.maven.doxia.module.xhtml.XhtmlSink.head()",1,2,2
"org.apache.maven.doxia.module.xhtml.XhtmlSink.head_()",1,3,3
"org.apache.maven.doxia.module.xhtml.XhtmlSink.isHeadTitleFlag()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSink.setHeadTitleFlag(boolean)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSink.title()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSink.title_()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkFactory.createSink(Writer,String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkFactory.createSink(Writer,String,String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.createSink(Writer)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getAnchorBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getAuthorBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getBodyBlock()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getBoldBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getCommentBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getDateBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getDefinitionListBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getFigureBlock(String,String)",1,1,2
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getHeadBlock()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getHorizontalRuleBlock()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getItalicBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getLineBreakBlock()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getLinkBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getListBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getMonospacedBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getNonBreakingSpaceBlock()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getNumberedListBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getPageBreakBlock()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getParagraphBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getRawTextBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getSection1Block(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getSection2Block(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getSection3Block(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getSection4Block(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getSection5Block(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getSectionTitleBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getTableBlock(String,String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getTextBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getTitleBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.getVerbatimBlock(String)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.isXmlSink()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.outputExtension()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.testEntities()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.testHead()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.testLinks()",1,2,2
"org.apache.maven.doxia.module.xhtml.XhtmlSinkTest.testTable()",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkWithLanguageIdTest.createSink(Writer)",1,1,1
"org.apache.maven.doxia.module.xhtml.XhtmlSinkWithLanguageIdTest.getHeadBlock()",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.doxiaVersion()",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.enableLogging(Log)",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.executeMacro(String,MacroRequest,Sink)",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.getBasedir()",2,1,2
"org.apache.maven.doxia.parser.AbstractParser.getLog()",1,1,2
"org.apache.maven.doxia.parser.AbstractParser.getMacroManager()",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.getType()",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.init()",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.isEmitComments()",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.isSecondParsing()",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.parse(Reader,Sink,String)",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.parse(String,Sink)",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.setEmitComments(boolean)",1,1,1
"org.apache.maven.doxia.parser.AbstractParser.setSecondParsing(boolean)",1,1,1
"org.apache.maven.doxia.parser.AbstractParserTest.assertAttributeEquals(SinkEventElement,String,String,String)",1,1,1
"org.apache.maven.doxia.parser.AbstractParserTest.assertEquals(Iterator<SinkEventElement>,String...)",1,3,3
"org.apache.maven.doxia.parser.AbstractParserTest.assertEquals(SinkEventElement,String,Object...)",1,1,1
"org.apache.maven.doxia.parser.AbstractParserTest.assertStartsWith(Iterator<SinkEventElement>,String...)",1,3,3
"org.apache.maven.doxia.parser.AbstractParserTest.getOutputDir()",1,1,1
"org.apache.maven.doxia.parser.AbstractParserTest.testDocument()",1,1,1
"org.apache.maven.doxia.parser.AbstractParserTest.testParser()",1,1,1
"org.apache.maven.doxia.parser.AbstractParserTestCase.getSink()",1,1,1
"org.apache.maven.doxia.parser.AbstractParserTestCase.testParser()",1,1,1
"org.apache.maven.doxia.parser.AbstractTextParser.getType()",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.CachedFileEntityResolver.copy(byte[],File)",2,3,3
"org.apache.maven.doxia.parser.AbstractXmlParser.CachedFileEntityResolver.resolveEntity(String,String)",5,5,5
"org.apache.maven.doxia.parser.AbstractXmlParser.CachedFileEntityResolver.toByteArray(URL)",4,9,10
"org.apache.maven.doxia.parser.AbstractXmlParser.addDTDEntities(XmlPullParser,String)",1,7,8
"org.apache.maven.doxia.parser.AbstractXmlParser.addEntity(XmlPullParser,String,String)",2,5,6
"org.apache.maven.doxia.parser.AbstractXmlParser.addLocalEntities(XmlPullParser,String)",1,3,4
"org.apache.maven.doxia.parser.AbstractXmlParser.getAttributesFromParser(XmlPullParser)",2,2,3
"org.apache.maven.doxia.parser.AbstractXmlParser.getLocalEntities()",1,1,2
"org.apache.maven.doxia.parser.AbstractXmlParser.getText(XmlPullParser)",1,5,5
"org.apache.maven.doxia.parser.AbstractXmlParser.getType()",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.handleCdsect(XmlPullParser,Sink)",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.handleComment(XmlPullParser,Sink)",1,2,2
"org.apache.maven.doxia.parser.AbstractXmlParser.handleEntity(XmlPullParser,Sink)",1,4,4
"org.apache.maven.doxia.parser.AbstractXmlParser.handleText(XmlPullParser,Sink)",1,2,2
"org.apache.maven.doxia.parser.AbstractXmlParser.handleUnknown(XmlPullParser,Sink,int)",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.initXmlParser(XmlPullParser)",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.isCollapsibleWhitespace()",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.isIgnorableWhitespace()",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.isTrimmableWhitespace()",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.isValidate()",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.parse(Reader,Sink)",2,5,5
"org.apache.maven.doxia.parser.AbstractXmlParser.parse(String,Sink)",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.parseXml(XmlPullParser,Sink)",2,15,15
"org.apache.maven.doxia.parser.AbstractXmlParser.setCollapsibleWhitespace(boolean)",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.setIgnorableWhitespace(boolean)",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.setTrimmableWhitespace(boolean)",1,1,1
"org.apache.maven.doxia.parser.AbstractXmlParser.setValidate(boolean)",1,1,1
"org.apache.maven.doxia.parser.ParseException.ParseException(Exception)",1,1,1
"org.apache.maven.doxia.parser.ParseException.ParseException(Exception,String,String,int,int)",1,3,3
"org.apache.maven.doxia.parser.ParseException.ParseException(Exception,String,int)",1,1,1
"org.apache.maven.doxia.parser.ParseException.ParseException(Exception,String,int,int)",1,1,1
"org.apache.maven.doxia.parser.ParseException.ParseException(Exception,int,int)",1,1,1
"org.apache.maven.doxia.parser.ParseException.ParseException(String)",1,1,1
"org.apache.maven.doxia.parser.ParseException.ParseException(String,Exception)",1,1,1
"org.apache.maven.doxia.parser.ParseException.ParseException(String,Exception,int,int)",1,1,1
"org.apache.maven.doxia.parser.ParseException.ParseException(String,int,int)",1,1,1
"org.apache.maven.doxia.parser.ParseException.getColumnNumber()",1,1,1
"org.apache.maven.doxia.parser.ParseException.getFileName()",1,1,1
"org.apache.maven.doxia.parser.ParseException.getLineNumber()",1,1,1
"org.apache.maven.doxia.parser.XhtmlBaseParser.baseEndTag(XmlPullParser,Sink)",1,39,39
"org.apache.maven.doxia.parser.XhtmlBaseParser.baseStartTag(XmlPullParser,Sink)",1,41,41
"org.apache.maven.doxia.parser.XhtmlBaseParser.closeOpenSections(int,Sink)",1,7,7
"org.apache.maven.doxia.parser.XhtmlBaseParser.consecutiveSections(int,Sink)",1,1,1
"org.apache.maven.doxia.parser.XhtmlBaseParser.getSectionLevel()",1,1,1
"org.apache.maven.doxia.parser.XhtmlBaseParser.handleAEnd(Sink)",1,3,3
