Complexity metrics,Sun, 24 Mar 2019 23:05:11 EDT
Method,ev(G),v(G)
"org.apache.commons.configuration2.TestBaseConfiguration.testGetBigDecimalIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetBigDecimalUnknown()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetBigInteger()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetBigIntegerIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetBigIntegerUnknown()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetBinaryValue()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetBoolean()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetBooleanIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetBooleanUnknown()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetByte()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetByteIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetByteUnknown()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetDouble()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetDoubleIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetDoubleUnknown()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetFloat()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetFloatIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetFloatUnknown()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetHexadecimalValue()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetInterpolatedList()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetInterpolatedPrimitives()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetInterpolator()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetList()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetLong()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetLongIncompatibleTypes()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetLongUnknown()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetProperty()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetShort()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetShortIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetShortUnknown()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetString()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetStringForListValue()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testGetStringUnknown()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInstallInterpolator()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInterpolatedConfiguration()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInterpolation()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInterpolationConstants()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInterpolationEnvironment()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInterpolationEscaped()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInterpolationLocalhost()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInterpolationLoop()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInterpolationSubset()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInterpolationSystemProperties()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testInterpolationUnknownProperty()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testMultipleInterpolation()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testNoInterpolator()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testNumberConversions()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testPropertyAccess()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testSetInterpolator()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testSize()",1,2
"org.apache.commons.configuration2.TestBaseConfiguration.testSubset()",1,1
"org.apache.commons.configuration2.TestBaseConfiguration.testThrowExceptionOnMissing()",1,1
"org.apache.commons.configuration2.TestBaseConfigurationXMLReader.TestContentHandler.characters(char[],int,int)",1,1
"org.apache.commons.configuration2.TestBaseConfigurationXMLReader.check(JXPathContext,String,String)",1,1
"org.apache.commons.configuration2.TestBaseConfigurationXMLReader.check(JXPathContext,String,String[])",1,2
"org.apache.commons.configuration2.TestBaseConfigurationXMLReader.checkDocument(BaseConfigurationXMLReader,String)",1,1
"org.apache.commons.configuration2.TestBaseConfigurationXMLReader.setUp()",1,1
"org.apache.commons.configuration2.TestBaseConfigurationXMLReader.testParse()",1,1
"org.apache.commons.configuration2.TestBaseConfigurationXMLReader.testParseIOException()",1,1
"org.apache.commons.configuration2.TestBaseConfigurationXMLReader.testParseSAXException()",1,1
"org.apache.commons.configuration2.TestBaseConfigurationXMLReader.testSetRootName()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.SubNodeAccessThread.SubNodeAccessThread(HierarchicalConfiguration<ImmutableNode>,CountDownLatch,String,String)",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.SubNodeAccessThread.run()",1,2
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.SubNodeAccessThread.verify()",1,2
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.isDetached(HierarchicalConfiguration<ImmutableNode>)",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.setUp()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testAddNodesSynchronized()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testChildConfigurationsAtSynchronized()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testClearTreeSynchronized()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testCloneCopySubnodeData()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testCloneSynchronized()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testConfigurationAtSynchronized()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testConfigurationsAtSynchronized()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testCopyConstructorSynchronized()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testGetMaxIndexSynchronized()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testGetRootElementNameSynchronized()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testReadOnlyAccessToSubConfigurations()",1,4
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testSubnodeUpdate()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testSubnodeUpdateBySubnode()",1,1
"org.apache.commons.configuration2.TestBaseHierarchicalConfigurationSynchronization.testSubsetSynchronized()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.setUp()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testCommaSeparatedString()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testCommaSeparatedStringEscaped()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetBigDecimal()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetBigDecimalIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetBigDecimalUnknown()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetBigInteger()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetBigIntegerIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetBigIntegerUnknown()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetBoolean()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetBooleanIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetBooleanUnknown()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetByte()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetByteIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetByteUnknown()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetDouble()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetDoubleIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetDoubleUnknown()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetFloat()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetFloatIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetFloatUnknown()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetList()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetListAsScalar()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetLong()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetLongIncompatibleTypes()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetLongUnknown()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetProperty()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetShort()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetShortIncompatibleType()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetShortUnknown()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetString()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testGetStringUnknown()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testInterpolation()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testInterpolationLoop()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testMultipleInterpolation()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testPropertyAccess()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testSubset()",1,1
"org.apache.commons.configuration2.TestBaseNullConfiguration.testThrowExceptionOnMissing()",1,1
"org.apache.commons.configuration2.TestCatalogResolver.load(String)",1,1
"org.apache.commons.configuration2.TestCatalogResolver.setUp()",1,1
"org.apache.commons.configuration2.TestCatalogResolver.tearDown()",1,1
"org.apache.commons.configuration2.TestCatalogResolver.testDebug()",1,1
"org.apache.commons.configuration2.TestCatalogResolver.testLogger()",1,1
"org.apache.commons.configuration2.TestCatalogResolver.testPublic()",1,1
"org.apache.commons.configuration2.TestCatalogResolver.testRewriteSystem()",1,1
"org.apache.commons.configuration2.TestCatalogResolver.testSchemaResolver()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.CombinedListener.checkEvent(int,int)",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.CombinedListener.onEvent(ConfigurationEvent)",1,2
"org.apache.commons.configuration2.TestCombinedConfiguration.ReadThread.ReadThread(Configuration,CountDownLatch,AtomicInteger,int)",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.ReadThread.readConfiguration()",1,6
"org.apache.commons.configuration2.TestCombinedConfiguration.ReadThread.run()",1,3
"org.apache.commons.configuration2.TestCombinedConfiguration.WriteThread.WriteThread(CombinedConfiguration,CountDownLatch,AtomicInteger,int)",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.WriteThread.run()",1,3
"org.apache.commons.configuration2.TestCombinedConfiguration.WriteThread.updateConfigurations()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.checkAddConfig(AbstractConfiguration)",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.checkCombinedRootNotConstructed()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.checkConfigurationsAt(boolean)",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.checkRemoveConfig(AbstractConfiguration)",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.setUp()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.setUpSourceTest()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.setUpSubConfigTest()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.setUpSynchronizerTest()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.setUpTestConfiguration()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testAccessPropertyEmpty()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testAccessPropertyMulti()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testAddConfiguration()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testAddConfigurationAt()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testAddConfigurationComplexAt()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testAddConfigurationSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testAddConfigurationWithName()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testAddConfigurationWithNameTwice()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testAddNullConfiguration()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testClear()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testClearRemoveChildListener()",1,2
"org.apache.commons.configuration2.TestCombinedConfiguration.testClone()",1,2
"org.apache.commons.configuration2.TestCombinedConfiguration.testCloneModify()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testCloneSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testCombinedCopyToXML()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testConcurrentAccess()",1,5
"org.apache.commons.configuration2.TestCombinedConfiguration.testConfigurationsAt()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testConfigurationsAtWithUpdates()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testConversionExpressionEngine()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testEscapeListDelimiters()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetConfigurationByIdxSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetConfigurationByNameSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetConfigurationNameList()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetConfigurationNameListSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetConfigurationNamesSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetConfigurations()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetConfigurationsSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetConversionExpressionEngineSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetNodeCombinerSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetNumberOfConfigurationsSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourceCombined()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourceHierarchical()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourceMulti()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourceMultiSources()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourceNonHierarchical()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourceNull()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourceSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourceUnknown()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourceWithCombinedChildConfiguration()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourcesMultiSources()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testGetSourcesUnknownKey()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testInit()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testInvalidateEventBeforeAndAfterChange()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testInvalidateSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testLockHandlingWithExceptionWhenConstructingRootNode()",1,2
"org.apache.commons.configuration2.TestCombinedConfiguration.testRemoveConfiguration()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testRemoveConfigurationAt()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testRemoveConfigurationByName()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testRemoveConfigurationByUnknownName()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testRemoveNamedConfiguration()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testRemoveNamedConfigurationAt()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testRemoveNonContainedConfiguration()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testSetConversionExpressionEngineSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testSetNodeCombiner()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testSetNodeCombinerSynchronized()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testSetNullNodeCombiner()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testSubConfigurationWithUpdates()",1,1
"org.apache.commons.configuration2.TestCombinedConfiguration.testUpdateContainedConfiguration()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.checkSetListDelimiterHandler()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.installSynchronizer()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.prepareInterpolationTest()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.setUp()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.setUpSourceTest()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testAddConfigurationSynchronized()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testAddFirstRemoveConfigurations()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testAddRemoveConfigurations()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testAddingProperty()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testCantRemoveMemoryConfig()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testCheckingInMemoryConfiguration()",1,3
"org.apache.commons.configuration2.TestCompositeConfiguration.testClearingProperty()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testClone()",1,2
"org.apache.commons.configuration2.TestCompositeConfiguration.testCloneEventListener()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testCloneInterpolation()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testCloneNotSupported()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testDefaultValueWhenKeyMissing()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testEventAddProperty()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testEventClearProperty()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testEventSetProperty()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetConfigurationSynchronized()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetInMemoryConfigurationSynchronized()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetKeys2PreservesOrder()",1,4
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetKeysPreservesOrder()",1,4
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetList()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetListWithInterpolation()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetNumberOfConfigurationsSynchronized()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetProperty()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetPropertyMissing()",1,2
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetPropertyWIncludes()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetSourceInMemory()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetSourceMultiple()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetSourceNull()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetSourceSingle()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetSourceUnknown()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetStringArrayWithInterpolation()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGetStringWithDefaults()",1,3
"org.apache.commons.configuration2.TestCompositeConfiguration.testGettingConfiguration()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testGettingSubset()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testInstanciateWithCollection()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testInterpolationArrayReference()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testInterpolationInMultipleConfigs()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testList()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testListInterpolation()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testMultipleTypesOfConfigs()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testPropertyExistsInOnlyOneConfig()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testRemoveConfigurationSynchronized()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testReplaceInMemoryConfig()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testSetListDelimiter()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testSetListDelimiterAfterClear()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testSetListDelimiterInMemoryConfigNonBaseConfig()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testSettingMissingProperty()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testStringArray()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testStringArrayInterpolation()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testSubsetCanResolve()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testThrowExceptionOnMissing()",1,1
"org.apache.commons.configuration2.TestCompositeConfiguration.testUseChildConfigAsInMemoryConfig()",1,1
"org.apache.commons.configuration2.TestCompositeConfigurationNonStringProperties.setUp()",1,1
"org.apache.commons.configuration2.TestConfigurationConverter.createTestConfiguration()",1,1
"org.apache.commons.configuration2.TestConfigurationConverter.testConfigurationToMap()",1,1
"org.apache.commons.configuration2.TestConfigurationConverter.testConfigurationToPropertiesDefaultListHandling()",1,1
"org.apache.commons.configuration2.TestConfigurationConverter.testConfigurationToPropertiesListDelimiterHandler()",1,1
"org.apache.commons.configuration2.TestConfigurationConverter.testConfigurationToPropertiesNoAbstractConfiguration()",1,1
"org.apache.commons.configuration2.TestConfigurationConverter.testConfigurationToPropertiesScalarValue()",1,1
"org.apache.commons.configuration2.TestConfigurationConverter.testPropertiesToConfiguration()",1,1
"org.apache.commons.configuration2.TestConfigurationLookup.testInitNoConfig()",1,1
"org.apache.commons.configuration2.TestConfigurationLookup.testLookupComplex()",1,3
"org.apache.commons.configuration2.TestConfigurationLookup.testLookupNotFound()",1,1
"org.apache.commons.configuration2.TestConfigurationLookup.testLookupNotFoundEx()",1,1
"org.apache.commons.configuration2.TestConfigurationLookup.testLookupSuccess()",1,1
"org.apache.commons.configuration2.TestConfigurationMap.setUp()",1,2
"org.apache.commons.configuration2.TestConfigurationMap.tearDown()",1,1
"org.apache.commons.configuration2.TestConfigurationMap.testPut()",1,2
"org.apache.commons.configuration2.TestConfigurationSet.setUp()",1,2
"org.apache.commons.configuration2.TestConfigurationSet.tearDown()",1,1
"org.apache.commons.configuration2.TestConfigurationSet.testIterator()",1,4
"org.apache.commons.configuration2.TestConfigurationSet.testSize()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.CloneableSynchronizer.CloneableSynchronizer(boolean)",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.CloneableSynchronizer.clone()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.CloneableSynchronizer.isCloned()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.setUp()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.tearDown()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testAppend()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testAsEventSourceNonSupportedEx()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testAsEventSourceSupported()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testAsEventSourceUnsupportedMock()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneConfiguration()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneConfigurationNotSupported()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneConfigurationNull()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneIfPossibleError()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneIfPossibleNotSupported()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneIfPossibleNull()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneIfPossibleSupported()",1,3
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneSynchronizerClone()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneSynchronizerFailed()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneSynchronizerNewInstance()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneSynchronizerNoOp()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCloneSynchronizerNull()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testConvertHierarchicalToHierarchical()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testConvertHierarchicalToHierarchicalEngine()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testConvertHierarchicalToHierarchicalNullEngine()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testConvertNullToHierarchical()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testConvertToHierarchical()",1,3
"org.apache.commons.configuration2.TestConfigurationUtils.testConvertToHierarchicalDelimiters()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testConvertToHierarchicalEngine()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testConvertToHierarchicalMultiValues()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testConvertToHierarchicalOrderOfProperties()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testCopy()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testEnableRuntimeExceptions()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testEnableRuntimeExceptionsInvalid()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testEnableRuntimeExceptionsNull()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassCCLNotFound()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassCCLNull()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassFromCCL()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassNoExFound()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassNoExNotFound()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testLoadClassNotFound()",1,1
"org.apache.commons.configuration2.TestConfigurationUtils.testToString()",1,1
"org.apache.commons.configuration2.TestDataConfiguration.createInternetAddress(String)",1,1
