,GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
154,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util.context,AbstractContext,223,0,28,0,62,0,24,0,10,0
155,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,SpecializesLiteral,3,0,0,0,1,0,1,0,1,0
156,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,NewLiteral,13,0,0,0,6,0,3,0,3,0
157,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,AlternativeLiteral,0,3,0,0,0,1,0,1,0,1
158,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,SessionScopeLiteral,3,0,0,0,1,0,1,0,1,0
159,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,DefaultLiteral,3,0,0,0,1,0,1,0,1,0
160,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,ConversationScopedLiteral,3,0,0,0,1,0,1,0,1,0
161,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,MessageContextConfigLiteral,35,0,0,0,12,0,6,0,6,0
162,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,DestroyedLiteral,8,0,0,0,2,0,2,0,2,0
163,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,DependentScopeLiteral,3,0,0,0,1,0,1,0,1,0
164,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,ViewControllerRefLiteral,15,0,0,0,6,0,3,0,3,0
165,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,InjectableResourceLiteral,15,0,0,0,6,0,3,0,3,0
166,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,InitializedLiteral,8,0,0,0,2,0,2,0,2,0
167,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,ModelLiteral,3,0,0,0,1,0,1,0,1,0
168,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,MessageBundleLiteral,3,0,0,0,1,0,1,0,1,0
169,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,NamedLiteral,0,15,0,0,0,7,0,3,0,3
170,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,ApplicationScopedLiteral,0,3,0,0,0,1,0,1,0,1
171,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,SingletonLiteral,3,0,0,0,1,0,1,0,1,0
172,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,TypedLiteral,6,10,0,0,3,4,1,2,1,2
173,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,DeltaSpikeLiteral,8,0,0,0,2,0,2,0,2,0
174,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,RequestScopedLiteral,3,0,0,0,1,0,1,0,1,0
175,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,AnyLiteral,0,3,0,0,0,1,0,1,0,1
176,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util,PropertyFileUtils,56,68,9,11,19,17,10,4,3,1
177,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util,Annotateds.AnnotatedCallableComparator,36,0,4,0,9,0,3,0,1,0
178,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util,Annotateds,850,0,80,0,179,0,57,0,17,0
179,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util,Annotateds.AnnotatedMethodComparator,57,0,6,0,13,0,6,0,3,0
180,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util,ContextUtils,22,0,4,0,8,0,4,0,2,0
181,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util,ProjectStageProducer,72,73,13,9,18,23,12,9,3,7
182,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util,ClassUtils,354,34,55,5,88,11,48,4,18,4
