,GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
391,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util,Annotateds.MethodComparator,11,0,0,0,2,0,2,0,2,0
405,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util.metadata.builder,AnnotatedTypeBuilder,768,1069,94,102,110,179,83,50,23,12
399,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util.metadata.builder,AnnotatedTypeImpl,55,264,4,20,7,42,4,13,0,5
409,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util.metadata.builder,AnnotationBuilder,59,89,6,8,11,23,8,9,4,6
330,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util.metadata,AnnotationInstanceProvider,72,459,7,57,21,94,7,38,0,13
279,Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.util,AnnotationInstanceUtils,17,9,3,1,4,5,2,1,0,1
403,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util.metadata.builder,AnnotationStore,9,26,0,0,4,7,1,4,1,4
386,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util,AnnotationUtils,232,0,40,0,53,0,25,0,5,0
365,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,AnyLiteral,0,3,0,0,0,1,0,1,0,1
469,Apache DeltaSpike JSF Examples,org.apache.deltaspike.example.scope,ApplicationScopedBean,6,0,0,0,3,0,2,0,2,0
360,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.literal,ApplicationScopedLiteral,0,3,0,0,0,1,0,1,0,1
381,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util,ArraysUtils,19,0,4,0,4,0,4,0,2,0
200,Apache DeltaSpike Proxy-Module Impl ASM5,org.apache.deltaspike.proxy.impl,AsmProxyClassGenerator,209,666,21,21,42,149,16,19,1,13
202,Apache DeltaSpike Proxy-Module Impl ASM5,org.apache.deltaspike.proxy.impl,AsmProxyClassGenerator.new ClassVisitor() {...},0,20,0,0,0,4,0,2,0,2
245,Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.jmx,AttributeAccessor,10,34,2,2,2,9,2,3,0,3
188,Apache DeltaSpike Security Example CDI,org.apache.deltaspike.example.security.requestedpage.cdi,AuthenticationListener,21,0,0,0,7,0,3,0,3,0
535,Apache DeltaSpike Security Example PicketLink,org.apache.deltaspike.example.security.requestedpage.picketlink,AuthenticationListener,15,0,0,0,5,0,3,0,3,0
172,Apache DeltaSpike Security-Module Impl,org.apache.deltaspike.security.impl.extension,AuthorizationParameter,132,98,13,11,25,20,10,6,2,2
177,Apache DeltaSpike Security-Module Impl,org.apache.deltaspike.security.impl.extension,Authorizer,176,337,20,56,38,79,15,31,1,7
176,Apache DeltaSpike Security-Module Impl,org.apache.deltaspike.security.impl.extension,Authorizer.new SecurityViolation() {...},2,6,0,0,1,1,1,1,1,1
341,Apache DeltaSpike Core-API,org.apache.deltaspike.core.spi.config,BaseConfigPropertyProducer,88,0,10,0,23,0,10,0,5,0
234,Apache DeltaSpike Core-Implementation,org.apache.deltaspike.core.impl.config,BaseConfigSource,13,31,0,2,2,10,0,4,0,3
419,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util.bean,BaseImmutableBean,221,0,18,0,47,0,21,0,12,0
312,Apache DeltaSpike Core-API,org.apache.deltaspike.core.api.interpreter,BasePropertyExpressionInterpreter,141,0,24,0,27,0,14,0,2,0
420,Apache DeltaSpike Core-API,org.apache.deltaspike.core.util.bean,BeanBuilder,451,0,30,0,104,0,55,0,40,0
436,Apache DeltaSpike Test-Control-Module Impl,org.apache.deltaspike.testcontrol.impl.mock,BeanCacheKey,123,127,30,18,23,29,22,11,1,8
435,Apache DeltaSpike Test-Control-Module Impl,org.apache.deltaspike.testcontrol.impl.mock,BeanCacheKey.AnnotationComparator,163,50,40,6,37,15,23,2,0,2
140,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,BeanManagedUserTransactionStrategy,103,5,12,0,34,1,16,1,10,1
