,GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
128,Apache DeltaSpike Servlet-Module Impl,org.apache.deltaspike.servlet.impl.event,EventBridgeSessionListener,31,0,4,0,7,0,5,0,3,0
129,Apache DeltaSpike Servlet-Module Impl,org.apache.deltaspike.servlet.impl.event,EventBroadcaster,37,0,4,0,12,0,6,0,4,0
130,Apache DeltaSpike Servlet-Module Impl,org.apache.deltaspike.servlet.impl.event,EventBridgeFilter,52,0,4,0,11,0,6,0,4,0
131,Apache DeltaSpike Servlet-Module Impl,org.apache.deltaspike.servlet.impl.event,EventBridgeContextListener,31,0,4,0,7,0,5,0,3,0
132,Apache DeltaSpike Servlet-Module API,org.apache.deltaspike.servlet.api.resourceloader,WebResourceProvider,24,0,2,0,5,0,3,0,2,0
133,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.descriptor.xml,PersistenceUnitDescriptorInitExtension,1,20,1,1,1,6,1,2,0,2
134,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,ManagedUserTransactionResolver,6,0,0,0,2,0,2,0,2,0
135,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,ContainerManagedTransactionStrategy,6,0,0,0,2,0,2,0,2,0
136,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,BeanManagedUserTransactionStrategy.new TransactionConfig() {...},8,0,0,0,2,0,2,0,2,0
137,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,TransactionalInterceptor,0,8,0,0,0,2,0,2,0,2
138,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,ResourceLocalTransactionStrategy,39,370,17,57,10,108,16,38,0,17
139,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,BeanManagedUserTransactionStrategy,103,5,12,0,34,1,16,1,10,1
140,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,EnvironmentAwareTransactionStrategy,63,5,8,0,23,1,10,1,6,1
141,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,TransactionStrategyHelper,3,149,5,23,0,34,5,14,0,5
142,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,BeanManagedUserTransactionStrategy.UserTransactionAdapter,177,0,38,0,55,0,29,0,10,0
143,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction,UserTransactionResolver,61,0,6,0,20,0,5,0,2,0
144,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.entitymanager,DefaultEntityManagerHolder,8,5,0,0,3,2,3,2,3,2
145,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.entitymanager,EntityManagerFactoryProducer,5,30,1,1,2,8,1,3,0,3
146,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.entitymanager,PersistenceConfigurationProviderImpl,0,21,1,1,0,5,1,2,0,2
147,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction.context,TransactionBeanStorage.TransactionContextInfo,0,19,0,0,0,4,0,1,0,1
148,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction.context,TransactionContext,34,61,4,8,9,18,4,7,0,5
149,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction.context,EntityManagerEntry,9,37,4,4,4,11,5,4,1,4
150,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction.context,TransactionBeanStorage,26,158,7,17,7,45,7,21,0,16
151,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction.context,TransactionContextExtension,1,26,1,1,1,8,1,3,0,3
152,Apache DeltaSpike JPA-Module Impl,org.apache.deltaspike.jpa.impl.transaction.context,TransactionBeanEntry,0,21,0,0,0,8,0,4,0,4
153,Apache DeltaSpike JPA-Module API,org.apache.deltaspike.jpa.api.config.base,JpaBaseConfig.UserTransaction,19,0,0,0,8,0,1,0,1,0
154,Apache DeltaSpike JPA-Module API,org.apache.deltaspike.jpa.api.transaction,TransactionHelper,12,0,0,0,3,0,3,0,3,0
155,Apache DeltaSpike JPA-Module API,org.apache.deltaspike.jpa.spi.descriptor.xml,DescriptorReader,133,0,2,0,29,0,9,0,8,0
156,Apache DeltaSpike JPA-Module API,org.apache.deltaspike.jpa.spi.descriptor.xml,AbstractEntityHierarchyBuilder,83,0,16,0,25,0,11,0,3,0
157,Apache DeltaSpike JPA-Module API,org.apache.deltaspike.jpa.spi.descriptor.xml,Descriptor,15,0,0,0,6,0,3,0,3,0
158,Apache DeltaSpike JPA-Module API,org.apache.deltaspike.jpa.spi.descriptor.xml,EntityDescriptor,67,0,0,0,18,0,5,0,5,0
159,Apache DeltaSpike JPA-Module API,org.apache.deltaspike.jpa.spi.descriptor.xml,AbstractEntityDescriptor,66,0,0,0,28,0,14,0,14,0
