,GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
0,Doxia :: Sink API,org.apache.maven.doxia.sink,SinkFactory,4,0,0,0,1,0,1,0,1,0
1,Doxia :: Sink API,org.apache.maven.doxia.sink,Sink,4,0,0,0,1,0,1,0,1,0
2,Doxia :: Logging API,org.apache.maven.doxia.logging,SystemStreamLog,302,0,40,0,73,0,42,0,22,0
3,Doxia :: Logging API,org.apache.maven.doxia.logging,PlexusLoggerWrapper,149,0,10,0,44,0,24,0,19,0
4,Doxia :: Maven Plugin,org.apache.maven.doxia.plugin,DoxiaRenderBooksMojo,372,0,34,0,66,0,23,0,6,0
5,Doxia :: Maven Plugin,org.apache.maven.doxia.plugin,Book,18,0,0,0,6,0,6,0,6,0
6,Doxia :: Maven Plugin,org.apache.maven.doxia.plugin,Format,6,0,0,0,2,0,2,0,2,0
7,Doxia :: Maven Plugin,org.apache.maven.doxia.plugin,HelpMojo,528,0,54,0,104,0,34,0,7,0
8,Doxia :: XHTML Module,org.apache.maven.doxia.module.xhtml,XhtmlSinkFactory,16,0,0,0,3,0,3,0,3,0
9,Doxia :: XHTML Module,org.apache.maven.doxia.module.xhtml,AbstractXhtmlSink,3,0,0,0,1,0,1,0,1,0
10,Doxia :: XHTML Module,org.apache.maven.doxia.module.xhtml,XhtmlParser,51,264,3,43,6,64,3,24,0,4
11,Doxia :: XHTML Module,org.apache.maven.doxia.module.xhtml,XhtmlSink,6,184,1,9,2,59,1,17,0,13
12,Doxia :: XHTML Module,org.apache.maven.doxia.module.xhtml,XhtmlSiteModule,6,0,0,0,2,0,1,0,1,0
13,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Paragraph,0,24,0,0,0,7,0,2,0,2
14,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.HorizontalRule,0,15,0,0,0,5,0,2,0,2
15,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser,365,1878,130,255,93,461,121,125,2,28
16,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParseException,24,0,0,0,8,0,4,0,4,0
17,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.DefinitionListItem,0,50,1,1,0,13,1,2,0,2
18,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.ListItem,0,15,0,0,0,5,0,2,0,2
19,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Section2,0,20,0,0,0,7,0,3,0,3
20,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Section3,0,20,0,0,0,7,0,3,0,3
21,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptMarkup,0,178,0,0,0,32,0,1,0,1
22,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Section1,0,20,0,0,0,7,0,3,0,3
23,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Section4,0,20,0,0,0,7,0,3,0,3
24,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Section5,0,20,0,0,0,7,0,3,0,3
25,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptSink,91,1199,22,72,24,311,26,110,5,82
26,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.ListBreak,5,10,0,0,1,3,1,1,1,1
27,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Figure,0,53,1,1,0,13,1,2,0,2
28,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Table,14,485,7,59,3,134,7,32,0,4
29,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Verbatim,23,126,5,13,3,31,5,6,0,2
30,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.MacroBlock,32,168,5,9,7,38,5,6,0,4
31,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Comment,0,17,0,0,0,5,0,2,0,2
32,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptUtils,0,131,0,36,0,27,0,24,0,6
33,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Section,0,19,0,0,0,7,0,2,0,2
34,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.new SinkAdapter() {...},12,15,0,0,4,3,2,2,2,2
35,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Title,29,123,13,19,8,41,11,10,0,2
36,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptReaderSource,27,41,1,3,6,14,2,5,1,4
37,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.PageBreak,0,15,0,0,0,5,0,2,0,2
38,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.Block,5,176,5,19,1,48,5,16,0,9
39,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptParser.NumberedListItem,5,57,2,6,1,16,2,6,0,4
40,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptSinkFactory,8,0,0,0,2,0,2,0,2,0
41,Doxia :: APT Module,org.apache.maven.doxia.module.apt,AptSiteModule,6,0,0,0,2,0,1,0,1,0
42,Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiSinkFactory,8,0,0,0,2,0,2,0,2,0
43,Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiSink,256,695,35,22,101,248,56,108,30,104
44,Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiSiteModule,6,0,0,0,2,0,1,0,1,0
45,Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiParser,86,235,8,16,24,53,7,10,1,4
46,Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiMarkup,0,5,0,0,0,1,0,1,0,1
47,Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki,TWikiMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
48,Doxia :: TWiki Module,org.apache.maven.doxia.module.twiki.parser,SectionBlockParser,27,130,4,18,4,28,4,15,0,8
